Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 147165 152162 169365 156231
 100000 580406 600463 669196 616688
 150000 1.28934e+06 1.33451e+06 1.4892e+06 1.37101e+06
 200000 2.26446e+06 2.34475e+06 2.62004e+06 2.40975e+06
 250000 3.49707e+06 3.62275e+06 4.05322e+06 3.72435e+06
 300000 4.97925e+06 5.16091e+06 5.78095e+06 5.30704e+06
 350000 6.70363e+06 6.95237e+06 7.79606e+06 7.15069e+06
 400000 8.66345e+06 8.99093e+06 1.00919e+07 9.24876e+06
 450000 1.08526e+07 1.12707e+07 1.26622e+07 1.15952e+07
 500000 1.32653e+07 1.37864e+07 1.55012e+07 1.41843e+07
 500000 1.32843e+07 1.37761e+07 1.54762e+07 1.41789e+07
 1e+06 4.86944e+07 5.09451e+07 5.76006e+07 5.24133e+07
 1.5e+06 1.02031e+08 1.07575e+08 1.22223e+08 1.1061e+08
 2e+06 1.70659e+08 1.81365e+08 2.06622e+08 1.86215e+08
 2.5e+06 2.52573e+08 2.7057e+08 3.08833e+08 2.77325e+08
 3e+06 3.46196e+08 3.73517e+08 4.27301e+08 3.82338e+08
 3.5e+06 4.50266e+08 4.8858e+08 5.60636e+08 4.99827e+08
 4e+06 5.63791e+08 6.1449e+08 7.07548e+08 6.2861e+08
 4.5e+06 6.85747e+08 7.50166e+08 8.67007e+08 7.6764e+08
 5e+06 8.14933e+08 8.9437e+08 1.03836e+09 9.15889e+08
 5e+06 8.39166e+08 8.93414e+08 1.06943e+09 9.34004e+08
 1e+07 2.37551e+09 2.63738e+09 3.24323e+09 2.75204e+09
 1.5e+07 4.17541e+09 4.58812e+09 5.68612e+09 4.81655e+09
 2e+07 6.09e+09 6.6558e+09 7.87036e+09 6.87205e+09
 2.5e+07 8.01436e+09 8.75941e+09 9.76138e+09 8.84505e+09
 3e+07 1.00815e+10 1.08415e+10 1.14723e+10 1.07984e+10
 3.5e+07 1.22944e+10 1.28575e+10 1.32186e+10 1.27902e+10
 4e+07 1.47717e+10 1.4863e+10 1.51186e+10 1.49178e+10
 4.5e+07 1.73658e+10 1.69236e+10 1.72173e+10 1.71689e+10
 5e+07 1.97322e+10 1.92859e+10 1.94216e+10 1.94799e+10
 5e+07 1.80233e+10 2.37392e+10 1.67181e+10 1.94935e+10
 1e+08 3.95095e+10 5.73062e+10 3.91531e+10 4.53229e+10
 1.5e+08 7.35931e+10 7.47377e+10 7.96393e+10 7.599e+10
 2e+08 1.1908e+11 7.76586e+10 1.24903e+11 1.07214e+11
 2.5e+08 1.66292e+11 7.42227e+10 1.86091e+11 1.42202e+11
 3e+08 2.14449e+11 7.52117e+10 2.60698e+11 1.83453e+11
 3.5e+08 2.63007e+11 7.58441e+10 3.57751e+11 2.32201e+11
 4e+08 2.70831e+11 8.40656e+10 4.6189e+11 2.72262e+11
 4.5e+08 2.42642e+11 1.1453e+11 5.89644e+11 3.15606e+11
 5e+08 2.23065e+11 1.2911e+11 7.22794e+11 3.58323e+11
 5e+08 5.95985e+11 1.96795e+08 5.87633e+11 3.94605e+11
