Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.56695e+07 1.61392e+07
 100000 1.42231e+08 6.23128e+07
 150000 3.19017e+08 1.35423e+08
 200000 5.65368e+08 2.32724e+08
 250000 8.80629e+08 3.51782e+08
 300000 1.26415e+09 4.90431e+08
 350000 1.7153e+09 6.46745e+08
 400000 2.23342e+09 8.19004e+08
 450000 2.8179e+09 1.00567e+09
 500000 3.4681e+09 1.20537e+09
 550000 4.1834e+09 1.41688e+09
 600000 4.96319e+09 1.63908e+09
 650000 5.80686e+09 1.87101e+09
 700000 6.7138e+09 2.11177e+09
 750000 7.68342e+09 2.36059e+09
 800000 8.71512e+09 2.61674e+09
 850000 9.80832e+09 2.87958e+09
 900000 1.09624e+10 3.14851e+09
 950000 1.21769e+10 3.42299e+09
 1e+06 1.34511e+10 3.70254e+09
 1e+06 1.34518e+10 3.70559e+09
 2e+06 5.06623e+10 9.9044e+09
 3e+06 1.07545e+11 1.65694e+10
 4e+06 1.80709e+11 2.33728e+10
 5e+06 2.6733e+11 3.02523e+10
 6e+06 3.65064e+11 3.72066e+10
 7e+06 4.71954e+11 4.42128e+10
 8e+06 5.86378e+11 5.12392e+10
 9e+06 7.06987e+11 5.82797e+10
 1e+07 8.32661e+11 6.53314e+10
 1.1e+07 9.62475e+11 7.24144e+10
 1.2e+07 1.09568e+12 7.95388e+10
 1.3e+07 1.23168e+12 8.66939e+10
 1.4e+07 1.37e+12 9.38606e+10
 1.5e+07 1.51023e+12 1.01031e+11
 1.6e+07 1.652e+12 1.08189e+11
 1.7e+07 1.79499e+12 1.15355e+11
 1.8e+07 1.93897e+12 1.22526e+11
 1.9e+07 2.08374e+12 1.29706e+11
 2e+07 2.22915e+12 1.3687e+11
 2e+07 2.23326e+12 1.33506e+11
 4e+07 5.16991e+12 2.74665e+11
 6e+07 8.12962e+12 4.10057e+11
 8e+07 1.10458e+13 5.3948e+11
 1e+08 1.39437e+13 6.74985e+11
 1.2e+08 1.6941e+13 8.18914e+11
 1.4e+08 1.99439e+13 9.54426e+11
 1.6e+08 2.29661e+13 1.08993e+12
 1.8e+08 2.58631e+13 1.22104e+12
 2e+08 2.8713e+13 1.35179e+12
 2.2e+08 3.15866e+13 1.47591e+12
 2.4e+08 3.44951e+13 1.59173e+12
 2.6e+08 3.74014e+13 1.70902e+12
 2.8e+08 4.02496e+13 1.82468e+12
 3e+08 4.30329e+13 1.93912e+12
 3.2e+08 4.5718e+13 2.03958e+12
 3.4e+08 4.84414e+13 2.14012e+12
 3.6e+08 5.12324e+13 2.25102e+12
 3.8e+08 5.39956e+13 2.35126e+12
 4e+08 5.67941e+13 2.45812e+12
 4e+08 5.64157e+13 2.48343e+12
 8e+08 1.12499e+14 4.7801e+12
