Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.40862e+13 1.5446e+13 1.31068e+13 1.41233e+13 1.48703e+13 1.51944e+13 1.47293e+13 1.45228e+13 1.05571e+09
 100000 5.51832e+13 6.06415e+13 5.1286e+13 5.52711e+13 5.82614e+13 5.95528e+13 5.76951e+13 5.68985e+13 1.51986e+11
 150000 1.2186e+14 1.34193e+14 1.13166e+14 1.21943e+14 1.28678e+14 1.31589e+14 1.27403e+14 1.25671e+14 1.53047e+11
 200000 2.12844e+14 2.34866e+14 1.97552e+14 2.12844e+14 2.24833e+14 2.30034e+14 2.2257e+14 2.19577e+14 1.5434e+11
 250000 3.27005e+14 3.61545e+14 3.03392e+14 3.2685e+14 3.45637e+14 3.53754e+14 3.4208e+14 3.37507e+14 1.55613e+11
 300000 4.63345e+14 5.13235e+14 4.29761e+14 4.62977e+14 4.90118e+14 5.01746e+14 4.84947e+14 4.78481e+14 1.56749e+11
 350000 6.20974e+14 6.89046e+14 5.75828e+14 6.20346e+14 6.57388e+14 6.73144e+14 6.50292e+14 6.41622e+14 1.58063e+11
 400000 7.99105e+14 8.8818e+14 7.40824e+14 7.98167e+14 8.46663e+14 8.67188e+14 8.37339e+14 8.26151e+14 1.59293e+11
 450000 9.97037e+14 1.10989e+15 9.24032e+14 9.95704e+14 1.05725e+15 1.08319e+15 1.04538e+15 1.03136e+15 1.60464e+11
 500000 1.21409e+15 1.35347e+15 1.12478e+15 1.21227e+15 1.28848e+15 1.32055e+15 1.27377e+15 1.25657e+15 1.61468e+11
 550000 1.44963e+15 1.6183e+15 1.34246e+15 1.44726e+15 1.53977e+15 1.57872e+15 1.52192e+15 1.5012e+15 1.62787e+11
 600000 1.70307e+15 1.9038e+15 1.57655e+15 1.70011e+15 1.81054e+15 1.85726e+15 1.7893e+15 1.7647e+15 1.63932e+11
 650000 1.97385e+15 2.20946e+15 1.82656e+15 1.97031e+15 2.10027e+15 2.15575e+15 2.07544e+15 2.04658e+15 1.65019e+11
 700000 2.26152e+15 2.53483e+15 2.09204e+15 2.25741e+15 2.40848e+15 2.47379e+15 2.37989e+15 2.34639e+15 1.66216e+11
 750000 2.56563e+15 2.87948e+15 2.37259e+15 2.56096e+15 2.73475e+15 2.81101e+15 2.70224e+15 2.6637e+15 1.67369e+11
 800000 2.88579e+15 3.243e+15 2.66784e+15 2.88055e+15 3.07869e+15 3.16702e+15 3.04209e+15 2.99814e+15 1.69027e+11
 850000 3.22159e+15 3.625e+15 2.97748e+15 3.21577e+15 3.43995e+15 3.5415e+15 3.39907e+15 3.34932e+15 1.70422e+11
 900000 3.57266e+15 4.02512e+15 3.30118e+15 3.56629e+15 3.81815e+15 3.93405e+15 3.77283e+15 3.71689e+15 1.71578e+11
 950000 3.93862e+15 4.44303e+15 3.63865e+15 3.93175e+15 4.21294e+15 4.34431e+15 4.163e+15 4.10051e+15 1.72905e+11
 1e+06 4.31913e+15 4.87843e+15 3.9896e+15 4.31189e+15 4.62398e+15 4.77192e+15 4.56926e+15 4.49984e+15 1.74348e+11
 1e+06 4.31896e+15 4.9014e+15 3.99459e+15 4.33718e+15 4.6459e+15 4.78784e+15 4.59031e+15 4.51618e+15 2.54344e+10
 2e+06 1.45609e+16 1.68948e+16 1.34882e+16 1.47593e+16 1.58674e+16 1.65359e+16 1.57209e+16 1.5425e+16 5.3128e+10
 3e+06 2.87774e+16 3.38535e+16 2.6683e+16 2.96666e+16 3.18417e+16 3.33393e+16 3.16159e+16 3.0878e+16 8.33385e+10
