Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.41895e+13 1.56631e+13 1.45785e+13 1.45142e+13 1.54686e+13 1.43249e+13 1.47692e+13 1.47857e+13 1.33243e+09
 100000 5.51803e+13 6.10411e+13 5.67069e+13 5.63711e+13 6.02236e+13 5.56081e+13 5.74009e+13 5.74977e+13 2.13591e+11
 150000 1.21071e+14 1.34187e+14 1.24456e+14 1.23544e+14 1.32312e+14 1.21826e+14 1.25894e+14 1.26165e+14 2.15319e+11
 200000 2.10203e+14 2.33429e+14 2.1618e+14 2.14329e+14 2.3011e+14 2.11272e+14 2.18571e+14 2.19117e+14 2.17247e+11
 250000 3.21157e+14 3.57331e+14 3.30481e+14 3.27357e+14 3.52277e+14 3.22532e+14 3.34055e+14 3.34962e+14 2.1891e+11
 300000 4.5268e+14 5.04685e+14 4.66151e+14 4.61481e+14 4.97663e+14 4.54418e+14 4.71187e+14 4.72515e+14 2.20811e+11
 350000 6.03637e+14 6.74458e+14 6.22126e+14 6.15733e+14 6.65294e+14 6.05925e+14 6.28984e+14 6.30753e+14 2.22751e+11
 400000 7.73023e+14 8.65755e+14 7.97477e+14 7.89314e+14 8.54334e+14 7.76164e+14 8.06604e+14 8.08796e+14 2.24234e+11
 450000 9.59949e+14 1.07777e+15 9.91363e+14 9.81539e+14 1.06399e+15 9.64378e+14 1.0033e+15 1.00586e+15 2.25851e+11
 500000 1.16364e+15 1.30977e+15 1.20301e+15 1.19183e+15 1.29356e+15 1.16985e+15 1.21841e+15 1.22124e+15 2.27462e+11
 550000 1.38339e+15 1.56105e+15 1.43169e+15 1.41963e+15 1.54241e+15 1.3919e+15 1.45131e+15 1.45427e+15 2.29011e+11
 600000 1.61856e+15 1.83099e+15 1.67682e+15 1.66438e+15 1.81002e+15 1.62992e+15 1.70144e+15 1.70438e+15 2.30642e+11
 650000 1.86854e+15 2.11899e+15 1.93788e+15 1.9256e+15 2.09593e+15 1.88333e+15 1.96829e+15 1.97102e+15 2.32368e+11
 700000 2.13274e+15 2.42445e+15 2.21436e+15 2.2028e+15 2.39975e+15 2.15162e+15 2.25139e+15 2.25371e+15 2.34156e+11
 750000 2.41071e+15 2.74683e+15 2.50581e+15 2.49559e+15 2.72107e+15 2.43438e+15 2.55034e+15 2.55199e+15 2.35475e+11
 800000 2.70211e+15 3.0856e+15 2.81184e+15 2.80361e+15 3.05949e+15 2.73125e+15 2.86478e+15 2.86548e+15 2.36939e+11
 850000 3.00659e+15 3.44035e+15 3.13212e+15 3.12659e+15 3.41462e+15 3.04193e+15 3.19438e+15 3.19383e+15 2.38713e+11
 900000 3.32389e+15 3.8107e+15 3.46628e+15 3.46431e+15 3.78614e+15 3.36615e+15 3.53887e+15 3.53677e+15 2.40222e+11
 950000 3.65374e+15 4.19634e+15 3.81393e+15 3.81657e+15 4.17373e+15 3.7037e+15 3.898e+15 3.894e+15 2.41531e+11
 1e+06 3.99586e+15 4.59696e+15 4.17466e+15 4.18315e+15 4.57708e+15 4.05437e+15 4.27153e+15 4.26525e+15 2.43491e+11
 1e+06 4.01938e+15 4.60849e+15 4.22319e+15 4.18672e+15 4.50964e+15 4.04725e+15 4.24787e+15 4.2622e+15 3.24961e+10
 2e+06 1.30659e+16 1.53331e+16 1.37924e+16 1.42397e+16 1.55237e+16 1.35557e+16 1.44397e+16 1.42893e+16 6.99518e+10
 3e+06 2.52485e+16 2.99127e+16 2.67097e+16 2.87491e+16 3.12193e+16 2.68319e+16 2.89334e+16 2.82762e+16 1.13074e+11
 4e+06 3.92556e+16 4.73422e+16 4.17468e+16 4.63846e+16 5.0439e+16 4.31379e+16 4.66538e+16 4.51049e+16 1.61701e+11
 5e+06 5.42281e+16 6.67178e+16 5.84354e+16 6.64144e+16 7.25047e+16 6.17775e+16 6.68989e+16 6.40568e+16 2.10261e+11
 6e+06 6.95289e+16 8.75867e+16 7.66482e+16 8.80978e+16 9.69658e+16 8.23053e+16 8.9123e+16 8.46423e+16 2.62979e+11
 7e+06 8.49221e+16 1.09621e+17 9.63937e+16 1.11227e+17 1.23216e+17 1.04213e+17 1.12885e+17 1.06523e+17 3.20221e+11
 8e+06 1.00282e+17 1.32629e+17 1.17628e+17 1.35333e+17 1.51042e+17 1.27047e+17 1.37807e+17 1.29423e+17 3.8058e+11
 9e+06 1.15539e+17 1.56523e+17 1.40215e+17 1.59907e+17 1.80211e+17 1.50713e+17 1.6361e+17 1.53136e+17 4.42067e+11
 1e+07 1.30561e+17 1.81412e+17 1.63585e+17 1.84405e+17 2.10757e+17 1.74976e+17 1.90046e+17 1.77435e+17 5.08029e+11
 1.1e+07 1.45041e+17 2.07118e+17 1.87069e+17 2.08478e+17 2.42473e+17 1.99922e+17 2.16958e+17 2.02072e+17 5.76652e+11
 1.2e+07 1.58996e+17 2.33956e+17 2.10534e+17 2.31845e+17 2.75155e+17 2.25455e+17 2.44152e+17 2.26956e+17 6.45441e+11
 1.3e+07 1.72631e+17 2.61829e+17 2.33917e+17 2.54597e+17 3.08856e+17 2.51229e+17 2.71561e+17 2.52053e+17 7.15435e+11
 1.4e+07 1.86377e+17 2.90478e+17 2.57715e+17 2.76694e+17 3.43476e+17 2.77775e+17 2.99315e+17 2.77532e+17 7.87481e+11
 1.5e+07 2.00243e+17 3.19634e+17 2.82341e+17 2.98263e+17 3.79004e+17 3.05134e+17 3.27467e+17 3.03443e+17 8.61655e+11
 1.6e+07 2.14608e+17 3.49126e+17 3.07605e+17 3.19735e+17 4.15115e+17 3.33177e+17 3.56009e+17 3.29784e+17 9.38774e+11
 1.7e+07 2.29393e+17 3.79063e+17 3.3341e+17 3.41296e+17 4.5174e+17 3.61849e+17 3.84962e+17 3.56559e+17 1.01839e+12
 1.8e+07 2.44895e+17 4.09614e+17 3.59674e+17 3.62843e+17 4.88743e+17 3.90824e+17 4.14137e+17 3.83706e+17 1.10252e+12
 1.9e+07 2.6091e+17 4.4071e+17 3.85915e+17 3.84039e+17 5.2613e+17 4.20013e+17 4.43394e+17 4.11041e+17 1.19097e+12
 2e+07 2.77632e+17 4.72054e+17 4.12112e+17 4.04849e+17 5.6423e+17 4.49255e+17 4.72778e+17 4.38573e+17 1.27863e+12
 2e+07 3.34179e+17 4.73703e+17 4.58385e+17 4.20525e+17 4.83728e+17 4.01454e+17 4.35236e+17 4.29977e+17 1.48576e+12
 4e+07 6.98565e+17 1.14221e+18 1.02076e+18 6.68413e+17 1.23474e+18 9.56037e+17 9.53062e+17 9.53375e+17 3.22816e+12
 6e+07 9.95853e+17 1.79809e+18 1.45767e+18 8.41448e+17 1.67912e+18 1.54195e+18 1.35417e+18 1.37938e+18 5.09803e+12
 8e+07 1.35466e+18 2.39424e+18 1.74364e+18 1.26762e+18 2.13875e+18 2.34681e+18 1.91773e+18 1.88298e+18 7.16102e+12
 1e+08 1.42262e+18 2.80936e+18 1.91165e+18 1.59516e+18 2.77925e+18 3.25094e+18 2.54179e+18 2.34422e+18 9.96885e+12
 1.2e+08 1.59369e+18 3.28708e+18 1.82925e+18 1.8609e+18 3.50375e+18 4.24267e+18 3.20244e+18 2.81613e+18 1.18166e+13
 1.4e+08 1.88668e+18 3.85005e+18 2.01719e+18 2.3466e+18 4.26647e+18 4.9723e+18 3.86179e+18 3.35093e+18 1.31156e+13
 1.6e+08 2.26859e+18 4.68467e+18 2.15317e+18 2.75287e+18 4.89977e+18 5.63533e+18 4.42933e+18 3.87179e+18 1.56981e+13
 1.8e+08 2.70769e+18 5.45626e+18 2.03944e+18 2.90679e+18 5.58259e+18 6.25701e+18 4.91546e+18 4.30973e+18 1.79524e+13
 2e+08 2.78818e+18 5.69945e+18 1.6798e+18 3.15153e+18 6.12463e+18 6.89051e+18 5.38889e+18 4.58899e+18 1.94782e+13
 2.2e+08 3.21315e+18 6.25902e+18 1.44689e+18 3.5573e+18 6.81935e+18 7.51864e+18 5.9651e+18 5.03493e+18 2.13793e+13
 2.4e+08 3.1943e+18 7.12323e+18 1.32527e+18 3.67964e+18 7.821e+18 8.13751e+18 6.54605e+18 5.48e+18 2.35026e+13
 2.6e+08 3.30194e+18 7.83969e+18 1.68576e+18 3.63916e+18 8.76597e+18 8.75884e+18 7.05466e+18 5.94311e+18 2.53839e+13
 2.8e+08 3.81111e+18 8.78943e+18 2.17646e+18 3.57764e+18 9.63574e+18 9.14039e+18 7.45126e+18 6.44102e+18 2.62119e+13
