Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.10349e+07 2.23768e+07
 100000 1.23783e+08 8.61095e+07
 150000 2.77713e+08 1.8655e+08
 200000 4.92299e+08 3.19614e+08
 250000 7.67022e+08 4.81713e+08
 300000 1.10136e+09 6.69687e+08
 350000 1.49481e+09 8.80741e+08
 400000 1.94685e+09 1.1124e+09
 450000 2.45699e+09 1.36248e+09
 500000 3.02472e+09 1.62903e+09
 550000 3.64955e+09 1.91034e+09
 600000 4.331e+09 2.20485e+09
 650000 5.06857e+09 2.51123e+09
 700000 5.86178e+09 2.82824e+09
 750000 6.71015e+09 3.15483e+09
 800000 7.61322e+09 3.49001e+09
 850000 8.57049e+09 3.83293e+09
 900000 9.58152e+09 4.18283e+09
 950000 1.06458e+10 4.53902e+09
 1e+06 1.1763e+10 4.90087e+09
 1e+06 1.17616e+10 4.89837e+09
 2e+06 4.45199e+10 1.27907e+10
 3e+06 9.49318e+10 2.11646e+10
 4e+06 1.60176e+11 2.96975e+10
 5e+06 2.37858e+11 3.83575e+10
 6e+06 3.25964e+11 4.70997e+10
 7e+06 4.22793e+11 5.59268e+10
 8e+06 5.26937e+11 6.48384e+10
 9e+06 6.37162e+11 7.385e+10
 1e+07 7.5243e+11 8.29452e+10
 1.1e+07 8.71875e+11 9.21865e+10
 1.2e+07 9.94757e+11 1.01526e+11
 1.3e+07 1.12044e+12 1.1092e+11
 1.4e+07 1.2484e+12 1.20397e+11
 1.5e+07 1.37822e+12 1.29936e+11
 1.6e+07 1.50952e+12 1.39508e+11
 1.7e+07 1.64204e+12 1.49114e+11
 1.8e+07 1.77556e+12 1.58756e+11
 1.9e+07 1.90986e+12 1.68466e+11
 2e+07 2.04479e+12 1.78235e+11
 2e+07 2.0594e+12 1.77129e+11
 4e+07 4.7834e+12 3.79593e+11
 6e+07 7.54286e+12 5.89537e+11
 8e+07 1.02715e+13 8.05519e+11
 1e+08 1.29734e+13 1.02477e+12
 1.2e+08 1.57502e+13 1.24151e+12
 1.4e+08 1.83952e+13 1.45961e+12
 1.6e+08 2.10113e+13 1.67086e+12
 1.8e+08 2.35863e+13 1.87058e+12
 2e+08 2.61941e+13 2.08047e+12
 2.2e+08 2.8799e+13 2.27755e+12
 2.4e+08 3.1357e+13 2.47748e+12
 2.6e+08 3.38359e+13 2.68929e+12
 2.8e+08 3.63941e+13 2.91296e+12
 3e+08 3.88548e+13 3.16145e+12
 3.2e+08 4.12795e+13 3.40668e+12
 3.4e+08 4.38021e+13 3.67163e+12
 3.6e+08 4.62123e+13 3.93176e+12
 3.8e+08 4.87321e+13 4.19375e+12
 4e+08 5.13254e+13 4.41511e+12
 4e+08 4.47475e+13 3.898e+12
