Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 169892 176143 190577 178870
 100000 667427 692548 750171 703382
 150000 1.47766e+06 1.53447e+06 1.66393e+06 1.55869e+06
 200000 2.58744e+06 2.68862e+06 2.91854e+06 2.73153e+06
 250000 3.98535e+06 4.14303e+06 4.50228e+06 4.21022e+06
 300000 5.66147e+06 5.88688e+06 6.40485e+06 5.9844e+06
 350000 7.60679e+06 7.91067e+06 8.61713e+06 8.04486e+06
 400000 9.8128e+06 1.02058e+07 1.11311e+07 1.03832e+07
 450000 1.22718e+07 1.27643e+07 1.39396e+07 1.29919e+07
 500000 1.4977e+07 1.55793e+07 1.7036e+07 1.58641e+07
 500000 1.49849e+07 1.553e+07 1.70742e+07 1.5863e+07
 1e+06 5.45769e+07 5.66474e+07 6.27179e+07 5.79807e+07
 1.5e+06 1.14926e+08 1.185e+08 1.32176e+08 1.21867e+08
 2e+06 1.94399e+08 1.98415e+08 2.22171e+08 2.04995e+08
 2.5e+06 2.91519e+08 2.94581e+08 3.30497e+08 3.05532e+08
 3e+06 4.04766e+08 4.05316e+08 4.55704e+08 4.21929e+08
 3.5e+06 5.32745e+08 5.29306e+08 5.96548e+08 5.52866e+08
 4e+06 6.73908e+08 6.65445e+08 7.52398e+08 6.9725e+08
 4.5e+06 8.27661e+08 8.12704e+08 9.22753e+08 8.54373e+08
 5e+06 9.93669e+08 9.70019e+08 1.10708e+09 1.02359e+09
 5e+06 9.75906e+08 9.61969e+08 1.12963e+09 1.0225e+09
 1e+07 3.18076e+09 2.92275e+09 3.60658e+09 3.23669e+09
 1.5e+07 6.2321e+09 5.17179e+09 6.70688e+09 6.03692e+09
 2e+07 9.87294e+09 7.36764e+09 1.00663e+10 9.10229e+09
 2.5e+07 1.38929e+10 9.33634e+09 1.35521e+10 1.22604e+10
 3e+07 1.81469e+10 1.10674e+10 1.73576e+10 1.5524e+10
 3.5e+07 2.25176e+10 1.26044e+10 2.17285e+10 1.89502e+10
 4e+07 2.71334e+10 1.43474e+10 2.65454e+10 2.26754e+10
 4.5e+07 3.18489e+10 1.64454e+10 3.17122e+10 2.66688e+10
 5e+07 3.66359e+10 1.88596e+10 3.68986e+10 3.0798e+10
 5e+07 3.12918e+10 1.4459e+10 3.32786e+10 2.63431e+10
 1e+08 8.3274e+10 5.11504e+10 8.36714e+10 7.26986e+10
 1.5e+08 1.05515e+11 1.04109e+11 1.26809e+11 1.12144e+11
 2e+08 1.03181e+11 1.7826e+11 1.74347e+11 1.5193e+11
 2.5e+08 7.8512e+10 2.7461e+11 2.55979e+11 2.03034e+11
 3e+08 5.11876e+10 3.60748e+11 3.40296e+11 2.50744e+11
 3.5e+08 6.15882e+10 4.33025e+11 4.51982e+11 3.15532e+11
 4e+08 1.00073e+11 5.40092e+11 5.80053e+11 4.06739e+11
 4.5e+08 1.54119e+11 6.50821e+11 7.33337e+11 5.12759e+11
 5e+08 2.417e+11 7.45375e+11 8.9877e+11 6.28615e+11
 5e+08 1.68874e+11 9.01807e+11 8.29997e+11 6.33559e+11
