Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.4857e+07 -1.4857e+07 1.4857e+07
 100000 5.92719e+07 -5.92719e+07 5.92719e+07
 150000 1.33014e+08 -1.33014e+08 1.33014e+08
 200000 2.35856e+08 -2.35856e+08 2.35856e+08
 250000 3.6757e+08 -3.6757e+08 3.6757e+08
 300000 5.27931e+08 -5.27931e+08 5.27931e+08
 350000 7.16715e+08 -7.16715e+08 7.16715e+08
 400000 9.33698e+08 -9.33698e+08 9.33698e+08
 450000 1.17866e+09 -1.17866e+09 1.17866e+09
 500000 1.45139e+09 -1.45139e+09 1.45139e+09
 550000 1.75168e+09 -1.75168e+09 1.75168e+09
 600000 2.07932e+09 -2.07932e+09 2.07932e+09
 650000 2.4341e+09 -2.4341e+09 2.4341e+09
 700000 2.81584e+09 -2.81584e+09 2.81584e+09
 750000 3.22432e+09 -3.22432e+09 3.22432e+09
 800000 3.65935e+09 -3.65935e+09 3.65935e+09
 850000 4.12073e+09 -4.12073e+09 4.12073e+09
 900000 4.60827e+09 -4.60827e+09 4.60827e+09
 950000 5.12178e+09 -5.12178e+09 5.12178e+09
 1e+06 5.66109e+09 -5.66109e+09 5.66109e+09
 1e+06 5.66343e+09 -5.66343e+09 5.66343e+09
 2e+06 2.15851e+10 -2.15851e+10 2.15851e+10
 3e+06 4.63917e+10 -4.63917e+10 4.63917e+10
 4e+06 7.88872e+10 -7.88872e+10 7.88872e+10
 5e+06 1.18086e+11 -1.18086e+11 1.18086e+11
 6e+06 1.63234e+11 -1.63234e+11 1.63234e+11
 7e+06 2.13697e+11 -2.13697e+11 2.13697e+11
 8e+06 2.68955e+11 -2.68955e+11 2.68955e+11
 9e+06 3.28656e+11 -3.28656e+11 3.28656e+11
 1e+07 3.92517e+11 -3.92517e+11 3.92517e+11
 1.1e+07 4.60271e+11 -4.60271e+11 4.60271e+11
 1.2e+07 5.31707e+11 -5.31707e+11 5.31707e+11
 1.3e+07 6.06619e+11 -6.06619e+11 6.06619e+11
 1.4e+07 6.84834e+11 -6.84834e+11 6.84834e+11
 1.5e+07 7.66096e+11 -7.66096e+11 7.66096e+11
 1.6e+07 8.5014e+11 -8.5014e+11 8.5014e+11
 1.7e+07 9.36665e+11 -9.36665e+11 9.36665e+11
 1.8e+07 1.02533e+12 -1.02533e+12 1.02533e+12
 1.9e+07 1.11586e+12 -1.11586e+12 1.11586e+12
 2e+07 1.20805e+12 -1.20805e+12 1.20805e+12
 2e+07 1.20677e+12 -1.20677e+12 1.20677e+12
 4e+07 3.32978e+12 -3.32978e+12 3.32978e+12
 6e+07 5.89508e+12 -5.89508e+12 5.89508e+12
 8e+07 8.85834e+12 -8.85834e+12 8.85834e+12
 1e+08 1.20746e+13 -1.20746e+13 1.20746e+13
 1.2e+08 1.4912e+13 -1.4912e+13 1.4912e+13
 1.4e+08 1.7666e+13 -1.7666e+13 1.7666e+13
 1.6e+08 1.98439e+13 -1.98439e+13 1.98439e+13
 1.8e+08 2.11064e+13 -2.11064e+13 2.11064e+13
 2e+08 2.25497e+13 -2.25497e+13 2.25497e+13
 2.2e+08 2.42006e+13 -2.42006e+13 2.42006e+13
 2.4e+08 2.65992e+13 -2.65992e+13 2.65992e+13
 2.6e+08 2.97726e+13 -2.97726e+13 2.97726e+13
 2.8e+08 3.36647e+13 -3.36647e+13 3.36647e+13
 3e+08 3.80757e+13 -3.80757e+13 3.80757e+13
 3.2e+08 4.33005e+13 -4.33005e+13 4.33005e+13
 3.4e+08 4.91119e+13 -4.91119e+13 4.91119e+13
 3.6e+08 5.45734e+13 -5.45734e+13 5.45734e+13
 3.8e+08 5.88892e+13 -5.88892e+13 5.88892e+13
 4e+08 6.15263e+13 -6.15263e+13 6.15263e+13
 4e+08 1.10981e+13 -1.10981e+13 1.10981e+13
