Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.77596e+07 783211
 100000 1.50393e+08 3.10913e+06
 150000 3.36941e+08 6.94295e+06
 200000 5.96459e+08 1.2252e+07
 250000 9.28013e+08 1.90061e+07
 300000 1.33068e+09 2.71762e+07
 350000 1.80356e+09 3.67341e+07
 400000 2.34575e+09 4.76524e+07
 450000 2.95636e+09 5.99037e+07
 500000 3.63453e+09 7.34615e+07
 550000 4.37938e+09 8.83001e+07
 600000 5.19006e+09 1.04394e+08
 650000 6.06574e+09 1.2172e+08
 700000 7.00557e+09 1.40254e+08
 750000 8.00874e+09 1.59972e+08
 800000 9.07444e+09 1.80852e+08
 850000 1.02019e+10 2.02872e+08
 900000 1.13902e+10 2.26009e+08
 950000 1.26388e+10 2.50244e+08
 1e+06 1.39467e+10 2.75555e+08
 1e+06 1.39449e+10 2.75992e+08
 2e+06 5.14708e+10 9.80903e+08
 3e+06 1.07226e+11 1.98373e+09
 4e+06 1.77068e+11 3.1957e+09
 5e+06 2.57801e+11 4.55266e+09
 6e+06 3.46935e+11 6.00845e+09
 7e+06 4.42517e+11 7.53441e+09
 8e+06 5.4302e+11 9.11261e+09
 9e+06 6.47304e+11 1.0731e+10
 1e+07 7.54492e+11 1.23791e+10
 1.1e+07 8.63904e+11 1.40512e+10
 1.2e+07 9.75002e+11 1.57445e+10
 1.3e+07 1.08737e+12 1.74582e+10
 1.4e+07 1.20069e+12 1.91904e+10
 1.5e+07 1.31472e+12 2.09375e+10
 1.6e+07 1.42931e+12 2.26902e+10
 1.7e+07 1.54435e+12 2.44423e+10
 1.8e+07 1.65974e+12 2.61906e+10
 1.9e+07 1.77547e+12 2.79366e+10
 2e+07 1.89146e+12 2.96842e+10
 2e+07 1.88452e+12 2.93816e+10
 4e+07 4.21069e+12 6.76143e+10
 6e+07 6.56057e+12 1.0787e+11
 8e+07 8.91086e+12 1.49925e+11
 1e+08 1.12106e+13 1.93465e+11
 1.2e+08 1.3519e+13 2.33676e+11
 1.4e+08 1.58286e+13 2.66768e+11
 1.6e+08 1.81484e+13 3.01768e+11
 1.8e+08 2.0462e+13 3.43729e+11
 2e+08 2.27527e+13 3.74801e+11
 2.2e+08 2.50532e+13 4.12769e+11
 2.4e+08 2.73171e+13 4.55618e+11
 2.6e+08 2.95774e+13 4.97002e+11
 2.8e+08 3.18019e+13 5.37772e+11
 3e+08 3.39968e+13 5.84642e+11
 3.2e+08 3.61379e+13 6.37961e+11
 3.4e+08 3.82748e+13 6.87827e+11
 3.6e+08 4.04636e+13 7.2826e+11
 3.8e+08 4.26306e+13 7.76612e+11
 4e+08 4.47732e+13 8.22041e+11
 4e+08 4.62003e+13 9.88144e+11
 8e+08 9.05744e+13 2.18091e+12
