Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 105321 80974.4 87035 91110.2
 100000 419591 322323 346549 362821
 150000 940521 721931 776375 812942
 200000 1.66584e+06 1.27772e+06 1.37434e+06 1.4393e+06
 250000 2.59334e+06 1.98762e+06 2.13831e+06 2.23976e+06
 300000 3.72081e+06 2.84959e+06 3.06618e+06 3.21219e+06
 350000 5.0461e+06 3.86156e+06 4.15578e+06 4.35448e+06
 400000 6.56712e+06 5.02154e+06 5.40501e+06 5.66456e+06
 450000 8.28186e+06 6.32756e+06 6.81182e+06 7.14041e+06
 500000 1.01884e+07 7.77764e+06 8.37417e+06 8.78006e+06
 500000 1.0186e+07 7.77542e+06 8.37519e+06 8.77887e+06
 1e+06 3.93963e+07 2.97841e+07 3.21114e+07 3.37639e+07
 1.5e+06 8.58512e+07 6.42668e+07 6.92857e+07 7.31346e+07
 2e+06 1.47956e+08 1.09683e+08 1.18193e+08 1.25277e+08
 2.5e+06 2.24297e+08 1.64633e+08 1.77353e+08 1.88761e+08
 3e+06 3.1363e+08 2.27963e+08 2.45506e+08 2.62367e+08
 3.5e+06 4.14841e+08 2.98661e+08 3.21679e+08 3.4506e+08
 4e+06 5.27055e+08 3.75816e+08 4.05106e+08 4.35992e+08
 4.5e+06 6.49475e+08 4.5866e+08 4.95182e+08 5.34439e+08
 5e+06 7.81463e+08 5.46401e+08 5.9144e+08 6.39768e+08
 5e+06 7.70748e+08 5.60142e+08 5.95166e+08 6.42019e+08
 1e+07 2.49133e+09 1.59142e+09 1.79907e+09 1.96061e+09
 1.5e+07 4.62363e+09 2.73541e+09 3.28254e+09 3.5472e+09
 2e+07 6.80558e+09 3.83807e+09 4.96173e+09 5.20179e+09
 2.5e+07 8.88466e+09 4.94352e+09 6.87135e+09 6.89984e+09
 3e+07 1.08148e+10 6.11959e+09 8.94927e+09 8.62788e+09
 3.5e+07 1.26748e+10 7.34884e+09 1.11429e+10 1.03888e+10
 4e+07 1.4424e+10 8.59175e+09 1.34151e+10 1.21436e+10
 4.5e+07 1.60254e+10 9.81559e+09 1.57056e+10 1.38489e+10
 5e+07 1.75142e+10 1.096e+10 1.79525e+10 1.54756e+10
 5e+07 1.64738e+10 1.03103e+10 2.27692e+10 1.65178e+10
 1e+08 3.25903e+10 1.79076e+10 4.60334e+10 3.21771e+10
 1.5e+08 4.25275e+10 2.54791e+10 7.81876e+10 4.87314e+10
 2e+08 7.7676e+10 2.47586e+10 1.04923e+11 6.91192e+10
 2.5e+08 1.13199e+11 3.77751e+10 1.19336e+11 9.01035e+10
 3e+08 1.47867e+11 5.53001e+10 1.14882e+11 1.06016e+11
 3.5e+08 2.10389e+11 6.76073e+10 1.11925e+11 1.29974e+11
 4e+08 2.74956e+11 6.95055e+10 8.54979e+10 1.4332e+11
 4.5e+08 3.39592e+11 6.54513e+10 8.43143e+10 1.63119e+11
 5e+08 4.31335e+11 6.57338e+10 1.0323e+11 2.001e+11
 5e+08 3.4874e+11 1.41195e+11 3.6043e+10 1.75326e+11
 1e+09 1.39482e+12 2.78215e+08 5.39684e+10 4.83022e+11
