Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 770041 -770041 770041
 100000 3.06631e+06 -3.06631e+06 3.06631e+06
 150000 6.86829e+06 -6.86829e+06 6.86829e+06
 200000 1.21557e+07 -1.21557e+07 1.21557e+07
 250000 1.89084e+07 -1.89084e+07 1.89084e+07
 300000 2.71062e+07 -2.71062e+07 2.71062e+07
 350000 3.67295e+07 -3.67295e+07 3.67295e+07
 400000 4.77585e+07 -4.77585e+07 4.77585e+07
 450000 6.01739e+07 -6.01739e+07 6.01739e+07
 500000 7.39565e+07 -7.39565e+07 7.39565e+07
 550000 8.90877e+07 -8.90877e+07 8.90877e+07
 600000 1.05549e+08 -1.05549e+08 1.05549e+08
 650000 1.23323e+08 -1.23323e+08 1.23323e+08
 700000 1.42391e+08 -1.42391e+08 1.42391e+08
 750000 1.62737e+08 -1.62737e+08 1.62737e+08
 800000 1.84343e+08 -1.84343e+08 1.84343e+08
 850000 2.07191e+08 -2.07191e+08 2.07191e+08
 900000 2.31266e+08 -2.31266e+08 2.31266e+08
 950000 2.56551e+08 -2.56551e+08 2.56551e+08
 1e+06 2.8303e+08 -2.8303e+08 2.8303e+08
 1e+06 2.83001e+08 -2.83001e+08 2.83001e+08
 2e+06 1.04041e+09 -1.04041e+09 1.04041e+09
 3e+06 2.16116e+09 -2.16116e+09 2.16116e+09
 4e+06 3.56432e+09 -3.56432e+09 3.56432e+09
 5e+06 5.18589e+09 -5.18589e+09 5.18589e+09
 6e+06 6.97768e+09 -6.97768e+09 6.97768e+09
 7e+06 8.90686e+09 -8.90686e+09 8.90686e+09
 8e+06 1.09442e+10 -1.09442e+10 1.09442e+10
 9e+06 1.30635e+10 -1.30635e+10 1.30635e+10
 1e+07 1.52421e+10 -1.52421e+10 1.52421e+10
 1.1e+07 1.74652e+10 -1.74652e+10 1.74652e+10
 1.2e+07 1.97237e+10 -1.97237e+10 1.97237e+10
 1.3e+07 2.20093e+10 -2.20093e+10 2.20093e+10
 1.4e+07 2.43156e+10 -2.43156e+10 2.43156e+10
 1.5e+07 2.66344e+10 -2.66344e+10 2.66344e+10
 1.6e+07 2.89549e+10 -2.89549e+10 2.89549e+10
 1.7e+07 3.12735e+10 -3.12735e+10 3.12735e+10
 1.8e+07 3.35905e+10 -3.35905e+10 3.35905e+10
 1.9e+07 3.59138e+10 -3.59138e+10 3.59138e+10
 2e+07 3.82488e+10 -3.82488e+10 3.82488e+10
 2e+07 3.86781e+10 -3.86781e+10 3.86781e+10
 4e+07 9.21124e+10 -9.21124e+10 9.21124e+10
 6e+07 1.5033e+11 -1.5033e+11 1.5033e+11
 8e+07 2.05295e+11 -2.05295e+11 2.05295e+11
 1e+08 2.70491e+11 -2.70491e+11 2.70491e+11
 1.2e+08 3.17838e+11 -3.17838e+11 3.17838e+11
 1.4e+08 3.54244e+11 -3.54244e+11 3.54244e+11
 1.6e+08 3.83792e+11 -3.83792e+11 3.83792e+11
 1.8e+08 4.26644e+11 -4.26644e+11 4.26644e+11
 2e+08 4.50646e+11 -4.50646e+11 4.50646e+11
 2.2e+08 4.86873e+11 -4.86873e+11 4.86873e+11
 2.4e+08 5.29537e+11 -5.29537e+11 5.29537e+11
 2.6e+08 5.72804e+11 -5.72804e+11 5.72804e+11
 2.8e+08 6.14312e+11 -6.14312e+11 6.14312e+11
 3e+08 6.66426e+11 -6.66426e+11 6.66426e+11
 3.2e+08 7.31099e+11 -7.31099e+11 7.31099e+11
 3.4e+08 7.85171e+11 -7.85171e+11 7.85171e+11
 3.6e+08 8.06154e+11 -8.06154e+11 8.06154e+11
 3.8e+08 8.41293e+11 -8.41293e+11 8.41293e+11
 4e+08 8.63243e+11 -8.63243e+11 8.63243e+11
 4e+08 1.77554e+12 -1.77554e+12 1.77554e+12
 8e+08 1.94174e+12 -1.94174e+12 1.94174e+12
