Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	MSD__Ar_Arplus	MSD__Arplus_Arplus	
 50000 1.09437e+07 -1.09437e+07 1.09437e+07
 100000 4.36546e+07 -4.36546e+07 4.36546e+07
 150000 9.79544e+07 -9.79544e+07 9.79544e+07
 200000 1.73667e+08 -1.73667e+08 1.73667e+08
 250000 2.70617e+08 -2.70617e+08 2.70617e+08
 300000 3.88629e+08 -3.88629e+08 3.88629e+08
 350000 5.27531e+08 -5.27531e+08 5.27531e+08
 400000 6.87152e+08 -6.87152e+08 6.87152e+08
 450000 8.67324e+08 -8.67324e+08 8.67324e+08
 500000 1.06788e+09 -1.06788e+09 1.06788e+09
 550000 1.28865e+09 -1.28865e+09 1.28865e+09
 600000 1.52947e+09 -1.52947e+09 1.52947e+09
 650000 1.79017e+09 -1.79017e+09 1.79017e+09
 700000 2.0706e+09 -2.0706e+09 2.0706e+09
 750000 2.3706e+09 -2.3706e+09 2.3706e+09
 800000 2.69e+09 -2.69e+09 2.69e+09
 850000 3.02864e+09 -3.02864e+09 3.02864e+09
 900000 3.38638e+09 -3.38638e+09 3.38638e+09
 950000 3.76306e+09 -3.76306e+09 3.76306e+09
 1e+06 4.15853e+09 -4.15853e+09 4.15853e+09
 1e+06 4.15168e+09 -4.15168e+09 4.15168e+09
 2e+06 1.57863e+10 -1.57863e+10 1.57863e+10
 3e+06 3.38541e+10 -3.38541e+10 3.38541e+10
 4e+06 5.74802e+10 -5.74802e+10 5.74802e+10
 5e+06 8.58769e+10 -8.58769e+10 8.58769e+10
 6e+06 1.18366e+11 -1.18366e+11 1.18366e+11
 7e+06 1.54342e+11 -1.54342e+11 1.54342e+11
 8e+06 1.93271e+11 -1.93271e+11 1.93271e+11
 9e+06 2.34708e+11 -2.34708e+11 2.34708e+11
 1e+07 2.78237e+11 -2.78237e+11 2.78237e+11
 1.1e+07 3.23502e+11 -3.23502e+11 3.23502e+11
 1.2e+07 3.70166e+11 -3.70166e+11 3.70166e+11
 1.3e+07 4.17953e+11 -4.17953e+11 4.17953e+11
 1.4e+07 4.66649e+11 -4.66649e+11 4.66649e+11
 1.5e+07 5.16098e+11 -5.16098e+11 5.16098e+11
 1.6e+07 5.66098e+11 -5.66098e+11 5.66098e+11
 1.7e+07 6.16472e+11 -6.16472e+11 6.16472e+11
 1.8e+07 6.67023e+11 -6.67023e+11 6.67023e+11
 1.9e+07 7.17591e+11 -7.17591e+11 7.17591e+11
 2e+07 7.68164e+11 -7.68164e+11 7.68164e+11
 2e+07 8.06074e+11 -8.06074e+11 8.06074e+11
 4e+07 1.85223e+12 -1.85223e+12 1.85223e+12
 6e+07 2.87169e+12 -2.87169e+12 2.87169e+12
 8e+07 3.69485e+12 -3.69485e+12 3.69485e+12
 1e+08 4.45301e+12 -4.45301e+12 4.45301e+12
 1.2e+08 5.06578e+12 -5.06578e+12 5.06578e+12
 1.4e+08 5.79314e+12 -5.79314e+12 5.79314e+12
 1.6e+08 6.43729e+12 -6.43729e+12 6.43729e+12
 1.8e+08 6.94068e+12 -6.94068e+12 6.94068e+12
 2e+08 7.55142e+12 -7.55142e+12 7.55142e+12
 2.2e+08 8.05419e+12 -8.05419e+12 8.05419e+12
 2.4e+08 8.5328e+12 -8.5328e+12 8.5328e+12
 2.6e+08 9.30796e+12 -9.30796e+12 9.30796e+12
 2.8e+08 1.01734e+13 -1.01734e+13 1.01734e+13
 3e+08 1.10485e+13 -1.10485e+13 1.10485e+13
 3.2e+08 1.19436e+13 -1.19436e+13 1.19436e+13
 3.4e+08 1.29133e+13 -1.29133e+13 1.29133e+13
 3.6e+08 1.37729e+13 -1.37729e+13 1.37729e+13
 3.8e+08 1.47741e+13 -1.47741e+13 1.47741e+13
 4e+08 1.57331e+13 -1.57331e+13 1.57331e+13
 4e+08 1.00214e+13 -1.00214e+13 1.00214e+13
 8e+08 1.14809e+13 -1.14809e+13 1.14809e+13
