Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.75809e+07 1.24621e+07
 100000 1.49833e+08 4.83474e+07
 150000 3.36026e+08 1.05557e+08
 200000 5.95436e+08 1.82202e+08
 250000 9.27347e+08 2.7658e+08
 300000 1.33105e+09 3.87155e+08
 350000 1.80584e+09 5.12541e+08
 400000 2.35103e+09 6.51485e+08
 450000 2.96592e+09 8.0285e+08
 500000 3.64983e+09 9.6561e+08
 550000 4.40209e+09 1.13883e+09
 600000 5.22202e+09 1.32165e+09
 650000 6.10897e+09 1.5133e+09
 700000 7.06229e+09 1.71308e+09
 750000 8.08131e+09 1.92035e+09
 800000 9.1654e+09 2.13452e+09
 850000 1.03139e+10 2.35504e+09
 900000 1.15262e+10 2.58145e+09
 950000 1.28017e+10 2.81328e+09
 1e+06 1.41397e+10 3.05013e+09
 1e+06 1.41385e+10 3.04797e+09
 2e+06 5.31308e+10 8.43027e+09
 3e+06 1.12523e+11 1.43811e+10
 4e+06 1.88651e+11 2.05569e+10
 5e+06 2.78515e+11 2.68883e+10
 6e+06 3.79659e+11 3.33251e+10
 7e+06 4.90069e+11 3.98603e+10
 8e+06 6.08089e+11 4.65161e+10
 9e+06 7.32352e+11 5.32745e+10
 1e+07 8.61746e+11 6.01047e+10
 1.1e+07 9.95355e+11 6.69862e+10
 1.2e+07 1.13241e+12 7.39189e+10
 1.3e+07 1.2723e+12 8.08723e+10
 1.4e+07 1.41449e+12 8.78375e+10
 1.5e+07 1.55857e+12 9.48239e+10
 1.6e+07 1.70417e+12 1.0181e+11
 1.7e+07 1.851e+12 1.08768e+11
 1.8e+07 1.99882e+12 1.15687e+11
 1.9e+07 2.14744e+12 1.22584e+11
 2e+07 2.29671e+12 1.29465e+11
 2e+07 2.31754e+12 1.28278e+11
 4e+07 5.3512e+12 2.65378e+11
 6e+07 8.40138e+12 3.99629e+11
 8e+07 1.14444e+13 5.31444e+11
 1e+08 1.45406e+13 6.65102e+11
 1.2e+08 1.7696e+13 7.93667e+11
 1.4e+08 2.08661e+13 9.19637e+11
 1.6e+08 2.40486e+13 1.03953e+12
 1.8e+08 2.72714e+13 1.15357e+12
 2e+08 3.05249e+13 1.27482e+12
 2.2e+08 3.37964e+13 1.39965e+12
 2.4e+08 3.71405e+13 1.52323e+12
 2.6e+08 4.04755e+13 1.65783e+12
 2.8e+08 4.37374e+13 1.7961e+12
 3e+08 4.6907e+13 1.93552e+12
 3.2e+08 5.00637e+13 2.06906e+12
 3.4e+08 5.32376e+13 2.20267e+12
 3.6e+08 5.64743e+13 2.33478e+12
 3.8e+08 5.96632e+13 2.46784e+12
 4e+08 6.28361e+13 2.59753e+12
 4e+08 6.44176e+13 2.653e+12
 8e+08 1.24752e+14 4.94789e+12
