Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 4.13968e+08
 100000 1.64755e+09
 150000 3.68841e+09
 200000 6.52438e+09
 250000 1.01435e+10
 300000 1.4534e+10
 350000 1.96843e+10
 400000 2.55828e+10
 450000 3.22185e+10
 500000 3.95801e+10
 550000 4.76568e+10
 600000 5.64378e+10
 650000 6.59125e+10
 700000 7.60705e+10
 750000 8.69016e+10
 800000 9.83955e+10
 850000 1.10542e+11
 900000 1.23332e+11
 950000 1.36756e+11
 1e+06 1.50803e+11
 1e+06 1.50792e+11
 2e+06 5.49312e+11
 3e+06 1.13096e+12
 4e+06 1.84808e+12
 5e+06 2.66544e+12
 6e+06 3.55701e+12
 7e+06 4.50354e+12
 8e+06 5.49075e+12
 9e+06 6.5081e+12
 1e+07 7.5478e+12
 1.1e+07 8.60412e+12
 1.2e+07 9.67278e+12
 1.3e+07 1.07507e+13
 1.4e+07 1.18354e+13
 1.5e+07 1.29253e+13
 1.6e+07 1.40189e+13
 1.7e+07 1.51155e+13
 1.8e+07 1.62142e+13
 1.9e+07 1.73143e+13
 2e+07 1.84155e+13
 2e+07 1.83994e+13
 4e+07 4.04866e+13
 6e+07 6.25193e+13
 8e+07 8.45094e+13
 1e+08 1.06575e+14
 1.2e+08 1.2863e+14
 1.4e+08 1.50679e+14
 1.6e+08 1.72671e+14
 1.8e+08 1.94702e+14
 2e+08 2.16813e+14
 2.2e+08 2.38841e+14
 2.4e+08 2.60813e+14
 2.6e+08 2.82791e+14
 2.8e+08 3.04724e+14
 3e+08 3.26665e+14
 3.2e+08 3.48609e+14
 3.4e+08 3.70544e+14
 3.6e+08 3.92492e+14
 3.8e+08 4.14473e+14
 4e+08 4.36486e+14
 4e+08 4.38673e+14
 8e+08 8.79855e+14
 1.2e+09 1.3182e+15
 1.6e+09 1.75879e+15
 2e+09 2.18626e+15
