Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.56686e-15
 100000 4.01075e-15
 150000 6.77628e-15
 200000 9.73898e-15
 250000 1.28545e-14
 300000 1.61015e-14
 350000 1.94558e-14
 400000 2.29109e-14
 450000 2.64652e-14
 500000 3.01395e-14
 550000 3.39294e-14
 600000 3.7829e-14
 650000 4.18273e-14
 700000 4.59196e-14
 750000 5.01222e-14
 800000 5.44234e-14
 850000 5.88206e-14
 900000 6.33163e-14
 950000 6.79089e-14
 1e+06 7.25934e-14
 1e+06 7.29308e-14
 2e+06 1.88822e-13
 3e+06 3.46583e-13
 4e+06 5.47335e-13
 5e+06 7.88156e-13
 6e+06 1.0698e-12
 7e+06 1.39035e-12
 8e+06 1.75355e-12
 9e+06 2.15684e-12
 1e+07 2.60099e-12
 1.1e+07 3.08519e-12
 1.2e+07 3.6124e-12
 1.3e+07 4.17992e-12
 1.4e+07 4.78853e-12
 1.5e+07 5.43659e-12
 1.6e+07 6.12305e-12
 1.7e+07 6.85057e-12
 1.8e+07 7.61596e-12
 1.9e+07 8.4232e-12
 2e+07 9.26955e-12
 2e+07 9.22536e-12
 4e+07 3.46096e-11
 6e+07 7.62429e-11
 8e+07 1.34007e-10
 1e+08 2.07919e-10
 1.2e+08 2.97934e-10
 1.4e+08 4.03719e-10
 1.6e+08 5.25235e-10
 1.8e+08 6.61868e-10
 2e+08 8.14568e-10
 2.2e+08 9.82124e-10
 2.4e+08 1.16494e-09
 2.6e+08 1.36253e-09
 2.8e+08 1.57503e-09
 3e+08 1.80205e-09
 3.2e+08 2.04261e-09
 3.4e+08 2.29909e-09
 3.6e+08 2.57119e-09
 3.8e+08 2.86081e-09
 4e+08 3.16829e-09
 4e+08 3.07483e-09
 8e+08 1.22539e-08
 1.2e+09 2.6725e-08
 1.6e+09 4.76453e-08
 2e+09 7.01802e-08
