Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 507.277 501.787 540.812 516.625
 100000 1974.13 1952.37 2106.64 2011.04
 150000 4330.15 4280.99 4624.11 4411.75
 200000 7510.34 7422.35 8024.97 7652.55
 250000 11454.1 11317.1 12246.3 11672.5
 300000 16105.1 15911.1 17229.4 16415.2
 350000 21411.1 21154.2 22920.9 21828.7
 400000 27323.2 26998.9 29269.6 27863.9
 450000 33796.7 33399.8 36226.8 34474.4
 500000 40789.2 40314.4 43747.1 41616.9
 500000 40774.5 40284.9 43656.2 41571.9
 1e+06 132113 130408 142016 134846
 1.5e+06 247320 243810 264125 251752
 2e+06 371937 367039 394425 377800
 2.5e+06 499154 494508 525946 506536
 3e+06 626917 624636 656068 635874
 3.5e+06 754870 756286 784831 765329
 4e+06 883163 888535 911230 894309
 4.5e+06 1.01219e+06 1.02052e+06 1.0363e+06 1.023e+06
 5e+06 1.1415e+06 1.15123e+06 1.16362e+06 1.15212e+06
 5e+06 1.17371e+06 1.13162e+06 1.16355e+06 1.1563e+06
 1e+07 2.43806e+06 2.6553e+06 2.72233e+06 2.60523e+06
 1.5e+07 4.00157e+06 4.134e+06 4.10841e+06 4.08133e+06
 2e+07 5.88175e+06 5.62711e+06 5.42013e+06 5.643e+06
 2.5e+07 7.87964e+06 7.02708e+06 6.71734e+06 7.20802e+06
 3e+07 1.00541e+07 8.26128e+06 7.80878e+06 8.70807e+06
 3.5e+07 1.26431e+07 9.55379e+06 8.94722e+06 1.03814e+07
 4e+07 1.54777e+07 1.06715e+07 1.02038e+07 1.21177e+07
 4.5e+07 1.84133e+07 1.16002e+07 1.16092e+07 1.38742e+07
 5e+07 2.13132e+07 1.25903e+07 1.30194e+07 1.5641e+07
 5e+07 1.70017e+07 1.21749e+07 1.27019e+07 1.39595e+07
 1e+08 5.16071e+07 1.82451e+07 2.39309e+07 3.1261e+07
 1.5e+08 8.97894e+07 3.2183e+07 2.03342e+07 4.74356e+07
 2e+08 1.28757e+08 4.26785e+07 1.69811e+07 6.28054e+07
 2.5e+08 1.55657e+08 4.30032e+07 2.78055e+07 7.54887e+07
 3e+08 1.64577e+08 4.65585e+07 3.78901e+07 8.30085e+07
 3.5e+08 1.64013e+08 3.65036e+07 3.92686e+07 7.99283e+07
 4e+08 1.68255e+08 4.43421e+07 4.38918e+07 8.54965e+07
 4.5e+08 1.82546e+08 3.72298e+07 6.16989e+07 9.3825e+07
 5e+08 1.98001e+08 3.88184e+07 7.35882e+07 1.03469e+08
 5e+08 6.03804e+07 4.8124e+07 8.12026e+07 6.32356e+07
 1e+09 3.4366e+06 1.56685e+08 3.23865e+08 1.61329e+08
