Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 2.18007e-16
 100000 5.13722e-16
 150000 8.28789e-16
 200000 1.15883e-15
 250000 1.50354e-15
 300000 1.8671e-15
 350000 2.25222e-15
 400000 2.65477e-15
 450000 3.07642e-15
 500000 3.5153e-15
 550000 3.9714e-15
 600000 4.44449e-15
 650000 4.9361e-15
 700000 5.44204e-15
 750000 5.96582e-15
 800000 6.50728e-15
 850000 7.06522e-15
 900000 7.63549e-15
 950000 8.22234e-15
 1e+06 8.82485e-15
 1e+06 8.92177e-15
 2e+06 2.46078e-14
 3e+06 4.71673e-14
 4e+06 7.6603e-14
 5e+06 1.12776e-13
 6e+06 1.55509e-13
 7e+06 2.05035e-13
 8e+06 2.61248e-13
 9e+06 3.24168e-13
 1e+07 3.93623e-13
 1.1e+07 4.69626e-13
 1.2e+07 5.52028e-13
 1.3e+07 6.41035e-13
 1.4e+07 7.36548e-13
 1.5e+07 8.39117e-13
 1.6e+07 9.48399e-13
 1.7e+07 1.0644e-12
 1.8e+07 1.18688e-12
 1.9e+07 1.31575e-12
 2e+07 1.45074e-12
 2e+07 1.45661e-12
 4e+07 5.51272e-12
 6e+07 1.21559e-11
 8e+07 2.14205e-11
 1e+08 3.33451e-11
 1.2e+08 4.78149e-11
 1.4e+08 6.4984e-11
 1.6e+08 8.47347e-11
 1.8e+08 1.07147e-10
 2e+08 1.32235e-10
 2.2e+08 1.59896e-10
 2.4e+08 1.90298e-10
 2.6e+08 2.23297e-10
 2.8e+08 2.59087e-10
 3e+08 2.97439e-10
 3.2e+08 3.38997e-10
 3.4e+08 3.83123e-10
 3.6e+08 4.30098e-10
 3.8e+08 4.80322e-10
 4e+08 5.32796e-10
 4e+08 4.5163e-10
 8e+08 1.64019e-09
