Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 3.79165e+07
 100000 1.47532e+08
 150000 3.23025e+08
 200000 5.59055e+08
 250000 8.50716e+08
 300000 1.1935e+09
 350000 1.58328e+09
 400000 2.01626e+09
 450000 2.48893e+09
 500000 2.99809e+09
 550000 3.54081e+09
 600000 4.11437e+09
 650000 4.71629e+09
 700000 5.34427e+09
 750000 5.99623e+09
 800000 6.67023e+09
 850000 7.3645e+09
 900000 8.07739e+09
 950000 8.80742e+09
 1e+06 9.55319e+09
 1e+06 9.5555e+09
 2e+06 2.63975e+10
 3e+06 4.45995e+10
 4e+06 6.30587e+10
 5e+06 8.15576e+10
 6e+06 1.00057e+11
 7e+06 1.18554e+11
 8e+06 1.37049e+11
 9e+06 1.55543e+11
 1e+07 1.74034e+11
 1.1e+07 1.92532e+11
 1.2e+07 2.11038e+11
 1.3e+07 2.29542e+11
 1.4e+07 2.48038e+11
 1.5e+07 2.66536e+11
 1.6e+07 2.85034e+11
 1.7e+07 3.03524e+11
 1.8e+07 3.22015e+11
 1.9e+07 3.40501e+11
 2e+07 3.58989e+11
 2e+07 3.59095e+11
 4e+07 7.27665e+11
 6e+07 1.09576e+12
 8e+07 1.46064e+12
 1e+08 1.82348e+12
 1.2e+08 2.18611e+12
 1.4e+08 2.54757e+12
 1.6e+08 2.90949e+12
 1.8e+08 3.27262e+12
 2e+08 3.63614e+12
 2.2e+08 3.99948e+12
 2.4e+08 4.36148e+12
 2.6e+08 4.72091e+12
 2.8e+08 5.07939e+12
 3e+08 5.43835e+12
 3.2e+08 5.79469e+12
 3.4e+08 6.15224e+12
 3.6e+08 6.51272e+12
 3.8e+08 6.87806e+12
 4e+08 7.24131e+12
 4e+08 7.26461e+12
 8e+08 1.41579e+13
