Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.15112e+07 2.1937e+07
 100000 1.25679e+08 8.43561e+07
 150000 2.81958e+08 1.82626e+08
 200000 4.99809e+08 3.12695e+08
 250000 7.78695e+08 4.71003e+08
 300000 1.11809e+09 6.54423e+08
 350000 1.51746e+09 8.60198e+08
 400000 1.97628e+09 1.0859e+09
 450000 2.49405e+09 1.32937e+09
 500000 3.07025e+09 1.58872e+09
 550000 3.70436e+09 1.86228e+09
 600000 4.39589e+09 2.14854e+09
 650000 5.14434e+09 2.44621e+09
 700000 5.9492e+09 2.75409e+09
 750000 6.80999e+09 3.07117e+09
 800000 7.72621e+09 3.39651e+09
 850000 8.69739e+09 3.72929e+09
 900000 9.72303e+09 4.06878e+09
 950000 1.08027e+10 4.41431e+09
 1e+06 1.19358e+10 4.76527e+09
 1e+06 1.19364e+10 4.76038e+09
 2e+06 4.51483e+10 1.23821e+10
 3e+06 9.62017e+10 2.04143e+10
 4e+06 1.62208e+11 2.86325e+10
 5e+06 2.40754e+11 3.70073e+10
 6e+06 3.29804e+11 4.55126e+10
 7e+06 4.27653e+11 5.412e+10
 8e+06 5.329e+11 6.27901e+10
 9e+06 6.44344e+11 7.15368e+10
 1e+07 7.60966e+11 8.03166e+10
 1.1e+07 8.81896e+11 8.90976e+10
 1.2e+07 1.00641e+12 9.78543e+10
 1.3e+07 1.13394e+12 1.0663e+11
 1.4e+07 1.26402e+12 1.15438e+11
 1.5e+07 1.39625e+12 1.2427e+11
 1.6e+07 1.53036e+12 1.33154e+11
 1.7e+07 1.66612e+12 1.42051e+11
 1.8e+07 1.80331e+12 1.50986e+11
 1.9e+07 1.94171e+12 1.5997e+11
 2e+07 2.08113e+12 1.68992e+11
 2e+07 2.0673e+12 1.68698e+11
 4e+07 4.92353e+12 3.49037e+11
 6e+07 7.8032e+12 5.27682e+11
 8e+07 1.0693e+13 6.97378e+11
 1e+08 1.35535e+13 8.67097e+11
 1.2e+08 1.64668e+13 1.03699e+12
 1.4e+08 1.94072e+13 1.20498e+12
 1.6e+08 2.23773e+13 1.36223e+12
 1.8e+08 2.53991e+13 1.5098e+12
 2e+08 2.84576e+13 1.65262e+12
 2.2e+08 3.16254e+13 1.785e+12
 2.4e+08 3.49013e+13 1.9216e+12
 2.6e+08 3.81813e+13 2.04821e+12
 2.8e+08 4.13883e+13 2.17075e+12
 3e+08 4.47911e+13 2.28983e+12
 3.2e+08 4.83286e+13 2.42469e+12
 3.4e+08 5.16887e+13 2.56544e+12
 3.6e+08 5.49108e+13 2.70802e+12
 3.8e+08 5.81633e+13 2.84452e+12
 4e+08 6.16466e+13 2.98812e+12
 4e+08 6.18928e+13 3.35317e+12
