Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.50571e+13 1.48988e+13 1.48661e+13 1.21111e+13 1.43864e+13 1.3084e+13 1.31939e+13 1.38926e+13 1.26544e+09
 100000 5.86838e+13 5.8063e+13 5.79075e+13 4.68162e+13 5.58886e+13 5.06827e+13 5.11292e+13 5.39647e+13 2.12542e+11
 150000 1.29043e+14 1.27734e+14 1.27261e+14 1.02172e+14 1.22552e+14 1.10821e+14 1.11848e+14 1.18314e+14 2.13926e+11
 200000 2.24525e+14 2.2244e+14 2.21304e+14 1.76525e+14 2.12736e+14 1.91857e+14 1.93706e+14 2.05326e+14 2.15111e+11
 250000 3.43699e+14 3.40873e+14 3.38656e+14 2.6849e+14 3.25025e+14 2.92388e+14 2.95301e+14 3.13611e+14 2.16612e+11
 300000 4.85326e+14 4.81851e+14 4.78104e+14 3.76926e+14 4.58156e+14 4.11185e+14 4.15422e+14 4.41957e+14 2.18149e+11
 350000 6.48324e+14 6.44342e+14 6.38571e+14 5.00865e+14 6.11033e+14 5.47176e+14 5.53025e+14 5.89313e+14 2.19381e+11
 400000 8.31748e+14 8.27411e+14 8.19109e+14 6.3949e+14 7.82688e+14 6.99469e+14 7.07216e+14 7.54765e+14 2.2122e+11
 450000 1.03481e+15 1.03023e+15 1.0189e+15 7.92123e+14 9.72257e+14 8.67321e+14 8.77234e+14 9.37533e+14 2.22662e+11
 500000 1.25685e+15 1.2521e+15 1.23721e+15 9.58177e+14 1.17901e+15 1.05007e+15 1.06242e+15 1.13694e+15 2.24016e+11
 550000 1.49729e+15 1.49239e+15 1.47337e+15 1.13716e+15 1.40236e+15 1.24715e+15 1.26222e+15 1.35241e+15 2.25567e+11
 600000 1.75554e+15 1.75051e+15 1.72675e+15 1.32864e+15 1.64172e+15 1.45805e+15 1.47614e+15 1.58339e+15 2.27128e+11
 650000 2.03101e+15 2.026e+15 1.99677e+15 1.53225e+15 1.89654e+15 1.68228e+15 1.70369e+15 1.82939e+15 2.28684e+11
 700000 2.32319e+15 2.31846e+15 2.28293e+15 1.74769e+15 2.16632e+15 1.9194e+15 1.94447e+15 2.08996e+15 2.29599e+11
 750000 2.63164e+15 2.62754e+15 2.58473e+15 1.97468e+15 2.45065e+15 2.16899e+15 2.19811e+15 2.36472e+15 2.30778e+11
