Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.21374e-16
 100000 2.95876e-16
 150000 4.91846e-16
 200000 7.07489e-16
 250000 9.43802e-16
 300000 1.19965e-15
 350000 1.47678e-15
 400000 1.77518e-15
 450000 2.09435e-15
 500000 2.43383e-15
 550000 2.79244e-15
 600000 3.1717e-15
 650000 3.57072e-15
 700000 3.99064e-15
 750000 4.43173e-15
 800000 4.89405e-15
 850000 5.37756e-15
 900000 5.88011e-15
 950000 6.40241e-15
 1e+06 6.94493e-15
 1e+06 6.92987e-15
 2e+06 2.20477e-14
 3e+06 4.52426e-14
 4e+06 7.63852e-14
 5e+06 1.15343e-13
 6e+06 1.62185e-13
 7e+06 2.16926e-13
 8e+06 2.79464e-13
 9e+06 3.49771e-13
 1e+07 4.27943e-13
 1.1e+07 5.13834e-13
 1.2e+07 6.07658e-13
 1.3e+07 7.09233e-13
 1.4e+07 8.18501e-13
 1.5e+07 9.35098e-13
 1.6e+07 1.05924e-12
 1.7e+07 1.19091e-12
 1.8e+07 1.33008e-12
 1.9e+07 1.47681e-12
 2e+07 1.63076e-12
 2e+07 1.64795e-12
 4e+07 6.32927e-12
 6e+07 1.38439e-11
 8e+07 2.39844e-11
 1e+08 3.65444e-11
 1.2e+08 5.13131e-11
 1.4e+08 6.79481e-11
 1.6e+08 8.62907e-11
 1.8e+08 1.0632e-10
 2e+08 1.27746e-10
 2.2e+08 1.50141e-10
 2.4e+08 1.73595e-10
 2.6e+08 1.98505e-10
 2.8e+08 2.25159e-10
 3e+08 2.53732e-10
 3.2e+08 2.83909e-10
 3.4e+08 3.15548e-10
 3.6e+08 3.48087e-10
 3.8e+08 3.812e-10
 4e+08 4.14791e-10
 4e+08 4.08848e-10
 8e+08 1.09126e-09
