Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 2.5048e+07
 100000 9.65777e+07
 150000 2.09609e+08
 200000 3.59698e+08
 250000 5.42879e+08
 300000 7.55613e+08
 350000 9.94741e+08
 400000 1.25744e+09
 450000 1.5412e+09
 500000 1.84378e+09
 550000 2.16316e+09
 600000 2.49756e+09
 650000 2.84537e+09
 700000 3.20516e+09
 750000 3.57566e+09
 800000 3.95571e+09
 850000 4.34431e+09
 900000 4.74054e+09
 950000 5.14358e+09
 1e+06 5.55272e+09
 1e+06 5.55306e+09
 2e+06 1.43762e+10
 3e+06 2.35415e+10
 4e+06 3.27453e+10
 5e+06 4.19606e+10
 6e+06 5.118e+10
 7e+06 6.04018e+10
 8e+06 6.96145e+10
 9e+06 7.88237e+10
 1e+07 8.80367e+10
 1.1e+07 9.72571e+10
 1.2e+07 1.06484e+11
 1.3e+07 1.15704e+11
 1.4e+07 1.24922e+11
 1.5e+07 1.34145e+11
 1.6e+07 1.43369e+11
 1.7e+07 1.52598e+11
 1.8e+07 1.61831e+11
 1.9e+07 1.71062e+11
 2e+07 1.80293e+11
 2e+07 1.8022e+11
 4e+07 3.64888e+11
 6e+07 5.49906e+11
 8e+07 7.35057e+11
 1e+08 9.20256e+11
 1.2e+08 1.10443e+12
 1.4e+08 1.2889e+12
 1.6e+08 1.47381e+12
 1.8e+08 1.65943e+12
 2e+08 1.84477e+12
 2.2e+08 2.03015e+12
 2.4e+08 2.21432e+12
 2.6e+08 2.39962e+12
 2.8e+08 2.5839e+12
 3e+08 2.76893e+12
 3.2e+08 2.9534e+12
 3.4e+08 3.13738e+12
 3.6e+08 3.3212e+12
 3.8e+08 3.5051e+12
 4e+08 3.68846e+12
 4e+08 3.73762e+12
 8e+08 7.52697e+12
