Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	
 50000 4.1397e+08
 100000 1.64758e+09
 150000 3.68853e+09
 200000 6.52471e+09
 250000 1.01442e+10
 300000 1.45352e+10
 350000 1.96861e+10
 400000 2.55856e+10
 450000 3.22224e+10
 500000 3.95854e+10
 550000 4.76638e+10
 600000 5.64468e+10
 650000 6.5924e+10
 700000 7.60848e+10
 750000 8.6919e+10
 800000 9.84165e+10
 850000 1.10567e+11
 900000 1.23362e+11
 950000 1.36791e+11
 1e+06 1.50843e+11
 1e+06 1.50844e+11
 2e+06 5.49608e+11
 3e+06 1.13172e+12
 4e+06 1.84951e+12
 5e+06 2.66774e+12
 6e+06 3.5604e+12
 7e+06 4.50825e+12
 8e+06 5.497e+12
 9e+06 6.51608e+12
 1e+07 7.55775e+12
 1.1e+07 8.61626e+12
 1.2e+07 9.68735e+12
 1.3e+07 1.07678e+13
 1.4e+07 1.1855e+13
 1.5e+07 1.29473e+13
 1.6e+07 1.40432e+13
 1.7e+07 1.5142e+13
 1.8e+07 1.62427e+13
 1.9e+07 1.73449e+13
 2e+07 1.84482e+13
 2e+07 1.84739e+13
 4e+07 4.05694e+13
 6e+07 6.27076e+13
 8e+07 8.4885e+13
 1e+08 1.07057e+14
 1.2e+08 1.29213e+14
 1.4e+08 1.51252e+14
 1.6e+08 1.73232e+14
 1.8e+08 1.95237e+14
 2e+08 2.17239e+14
 2.2e+08 2.39171e+14
 2.4e+08 2.61127e+14
 2.6e+08 2.83091e+14
 2.8e+08 3.04966e+14
 3e+08 3.26884e+14
 3.2e+08 3.48858e+14
 3.4e+08 3.7082e+14
 3.6e+08 3.9275e+14
 3.8e+08 4.14639e+14
 4e+08 4.3648e+14
 4e+08 4.37533e+14
 8e+08 8.76754e+14
 1.2e+09 1.31273e+15
 1.6e+09 1.77151e+15
 2e+09 2.24944e+15
