Ar
#NOTE: MSDs should be divided by (temperature^2).
#NOTE: MSDs have been divided by 2.
#Time	MSD_x	MSD_y	MSD_z	MSD_all
 50000 62064.5 58772.8 57343.4 59393.6
 100000 247005 233846 228126 236325
 150000 553122 523514 510669 529102
 200000 978733 926087 903330 936050
 250000 1.52216e+06 1.43991e+06 1.4045e+06 1.45552e+06
 300000 2.18176e+06 2.06334e+06 2.01256e+06 2.08589e+06
 350000 2.95589e+06 2.79475e+06 2.72592e+06 2.82552e+06
 400000 3.84294e+06 3.63252e+06 3.54299e+06 3.67282e+06
 450000 4.8413e+06 4.57507e+06 4.46223e+06 4.6262e+06
 500000 5.94939e+06 5.62086e+06 5.48207e+06 5.68411e+06
 500000 5.95144e+06 5.62253e+06 5.47813e+06 5.68403e+06
 1e+06 2.27356e+07 2.14397e+07 2.08835e+07 2.16863e+07
 1.5e+06 4.88918e+07 4.6075e+07 4.48216e+07 4.65961e+07
 2e+06 8.30996e+07 7.83455e+07 7.61607e+07 7.92019e+07
 2.5e+06 1.24217e+08 1.17198e+08 1.13958e+08 1.18458e+08
 3e+06 1.71285e+08 1.61753e+08 1.57371e+08 1.6347e+08
 3.5e+06 2.23507e+08 2.11228e+08 2.05637e+08 2.13458e+08
 4e+06 2.80134e+08 2.64937e+08 2.58153e+08 2.67742e+08
 4.5e+06 3.40535e+08 3.22267e+08 3.1444e+08 3.25747e+08
 5e+06 4.04185e+08 3.82673e+08 3.741e+08 3.86986e+08
 5e+06 4.09258e+08 3.81158e+08 3.72917e+08 3.87777e+08
 1e+07 1.14762e+09 1.0565e+09 1.08839e+09 1.09751e+09
 1.5e+07 1.97377e+09 1.7729e+09 1.92102e+09 1.88923e+09
 2e+07 2.89166e+09 2.47261e+09 2.82067e+09 2.72831e+09
 2.5e+07 3.80451e+09 3.16654e+09 3.74981e+09 3.57362e+09
 3e+07 4.73414e+09 3.82201e+09 4.72225e+09 4.42614e+09
 3.5e+07 5.77722e+09 4.42794e+09 5.76387e+09 5.32301e+09
 4e+07 6.86727e+09 4.97793e+09 6.86173e+09 6.23564e+09
 4.5e+07 7.96072e+09 5.48987e+09 8.00226e+09 7.15095e+09
 5e+07 9.05868e+09 6.02121e+09 9.16236e+09 8.08075e+09
 5e+07 9.59155e+09 7.36084e+09 1.03603e+10 9.10423e+09
 1e+08 2.08294e+10 1.23452e+10 2.02573e+10 1.78106e+10
 1.5e+08 3.04083e+10 1.81767e+10 3.15157e+10 2.67002e+10
 2e+08 3.45039e+10 2.43884e+10 4.16051e+10 3.34991e+10
 2.5e+08 3.91686e+10 3.11404e+10 5.2086e+10 4.07983e+10
 3e+08 4.32942e+10 3.87475e+10 6.22917e+10 4.81112e+10
 3.5e+08 4.71542e+10 4.78514e+10 7.23172e+10 5.57743e+10
 4e+08 5.33514e+10 5.88482e+10 8.16439e+10 6.46145e+10
 4.5e+08 6.12506e+10 6.55093e+10 8.83963e+10 7.17187e+10
 5e+08 6.22351e+10 7.29628e+10 9.45819e+10 7.65933e+10
 5e+08 9.15916e+10 5.62975e+10 8.04563e+10 7.61151e+10
 1e+09 7.78821e+10 1.34885e+11 5.45219e+09 7.27397e+10
 1.5e+09 1.35623e+11 1.95527e+11 5.5302e+10 1.28817e+11
 2e+09 7.16842e+09 4.45997e+11 4.59861e+08 1.51209e+11
