Ar
#NOTE: MSDs should be divided by the total number of molecules (N).
#Time	MSD__Ar_Ar	
 50000 1.60939e-15
 100000 4.11695e-15
 150000 6.92963e-15
 200000 9.91891e-15
 250000 1.30426e-14
 300000 1.62714e-14
 350000 1.95789e-14
 400000 2.29611e-14
 450000 2.64305e-14
 500000 2.99849e-14
 550000 3.36119e-14
 600000 3.7308e-14
 650000 4.10697e-14
 700000 4.49053e-14
 750000 4.88283e-14
 800000 5.28374e-14
 850000 5.69351e-14
 900000 6.1103e-14
 950000 6.53521e-14
 1e+06 6.9685e-14
 1e+06 6.92165e-14
 2e+06 1.74301e-13
 3e+06 3.13207e-13
 4e+06 4.8887e-13
 5e+06 6.97883e-13
 6e+06 9.41008e-13
 7e+06 1.21842e-12
 8e+06 1.53138e-12
 9e+06 1.87843e-12
 1e+07 2.26162e-12
 1.1e+07 2.68125e-12
 1.2e+07 3.13358e-12
 1.3e+07 3.62162e-12
 1.4e+07 4.14641e-12
 1.5e+07 4.70543e-12
 1.6e+07 5.29708e-12
 1.7e+07 5.92011e-12
 1.8e+07 6.57678e-12
 1.9e+07 7.2681e-12
 2e+07 7.99544e-12
 2e+07 7.90434e-12
 4e+07 2.97741e-11
 6e+07 6.50318e-11
 8e+07 1.1344e-10
 1e+08 1.74722e-10
 1.2e+08 2.48399e-10
 1.4e+08 3.33747e-10
 1.6e+08 4.30385e-10
 1.8e+08 5.38817e-10
 2e+08 6.5811e-10
 2.2e+08 7.88048e-10
 2.4e+08 9.29696e-10
 2.6e+08 1.08067e-09
 2.8e+08 1.24094e-09
 3e+08 1.41101e-09
 3.2e+08 1.59068e-09
 3.4e+08 1.78144e-09
 3.6e+08 1.98217e-09
 3.8e+08 2.19293e-09
 4e+08 2.41227e-09
 4e+08 2.67032e-09
 8e+08 8.82192e-09
 1.2e+09 1.55756e-08
 1.6e+09 2.25753e-08
 2e+09 3.07713e-08
