Ar
#NOTE: MSDs should be divided by the temperature.
#NOTE: MSDs have been divided by 2 or 10 (i.e., the viscosity computed from all components).
#Time	MSD_xx	MSD_yy	MSD_zz	MSD_xy	MSD_xz	MSD_yz	MSD_off	MSD_all	MSD_bulkvisc
 50000 1.0907e+13 1.19453e+13 1.21115e+13 1.1593e+13 1.14882e+13 1.15477e+13 1.1543e+13 1.15876e+13 1.87189e+08
 100000 4.32914e+13 4.74512e+13 4.81183e+13 4.60422e+13 4.56258e+13 4.58693e+13 4.58458e+13 4.60222e+13 8.42444e+10
 150000 9.67032e+13 1.06075e+14 1.07579e+14 1.029e+14 1.01974e+14 1.02531e+14 1.02468e+14 1.02862e+14 8.4466e+10
 200000 1.70699e+14 1.87376e+14 1.90056e+14 1.81723e+14 1.80101e+14 1.81103e+14 1.80975e+14 1.8167e+14 8.46971e+10
 250000 2.64845e+14 2.90925e+14 2.95123e+14 2.82079e+14 2.79581e+14 2.81163e+14 2.80941e+14 2.82017e+14 8.49058e+10
 300000 3.78717e+14 4.16305e+14 4.22359e+14 4.0354e+14 3.99999e+14 4.02295e+14 4.01945e+14 4.03484e+14 8.51109e+10
 350000 5.11903e+14 5.63101e+14 5.71349e+14 5.45687e+14 5.4095e+14 5.44089e+14 5.43575e+14 5.45659e+14 8.53173e+10
 400000 6.63994e+14 7.30907e+14 7.41684e+14 7.08105e+14 7.02034e+14 7.06149e+14 7.05429e+14 7.08136e+14 8.55472e+10
 450000 8.34603e+14 9.19338e+14 9.32972e+14 8.90391e+14 8.82852e+14 8.88092e+14 8.87112e+14 8.90522e+14 8.57653e+10
 500000 1.02334e+15 1.12802e+15 1.14483e+15 1.09216e+15 1.08302e+15 1.08954e+15 1.08824e+15 1.09244e+15 8.59766e+10
 550000 1.22982e+15 1.35659e+15 1.37686e+15 1.31302e+15 1.30215e+15 1.31012e+15 1.30843e+15 1.3135e+15 8.61972e+10
