Ar
#NOTE: MSDs should be divided by the number of molecules of species i (N_i).
#NOTE: MSDs have been divided by the factor 6 (or 2, i.e., MSD_x, MSD_y, and MSD_z).
#Time	MSD__Ar	MSD__Arplus	
 50000 3.78097e+07 816435
 100000 1.50598e+08 3.24219e+06
 150000 3.37413e+08 7.24306e+06
 200000 5.97314e+08 1.2787e+07
 250000 9.29376e+08 1.98442e+07
 300000 1.33268e+09 2.83862e+07
 350000 1.80633e+09 3.83848e+07
 400000 2.34943e+09 4.98122e+07
 450000 2.96109e+09 6.26411e+07
 500000 3.64046e+09 7.68449e+07
 550000 4.38668e+09 9.23981e+07
 600000 5.19889e+09 1.09275e+08
 650000 6.07626e+09 1.27453e+08
 700000 7.01797e+09 1.46906e+08
 750000 8.02319e+09 1.67612e+08
 800000 9.09112e+09 1.89547e+08
 850000 1.0221e+10 2.1269e+08
 900000 1.1412e+10 2.37019e+08
 950000 1.26633e+10 2.62512e+08
 1e+06 1.39742e+10 2.89149e+08
 1e+06 1.39708e+10 2.90214e+08
 2e+06 5.16115e+10 1.03487e+09
 3e+06 1.07608e+11 2.10107e+09
 4e+06 1.77841e+11 3.4003e+09
 5e+06 2.59131e+11 4.86629e+09
 6e+06 3.48997e+11 6.45007e+09
 7e+06 4.45513e+11 8.11912e+09
 8e+06 5.47194e+11 9.8512e+09
 9e+06 6.52904e+11 1.16313e+10
 1e+07 7.61779e+11 1.34478e+10
 1.1e+07 8.73141e+11 1.52859e+10
 1.2e+07 9.86433e+11 1.71369e+10
 1.3e+07 1.10121e+12 1.89968e+10
 1.4e+07 1.21713e+12 2.08656e+10
 1.5e+07 1.3339e+12 2.27469e+10
 1.6e+07 1.45128e+12 2.46393e+10
 1.7e+07 1.56908e+12 2.65358e+10
 1.8e+07 1.68714e+12 2.84344e+10
 1.9e+07 1.80538e+12 3.03378e+10
 2e+07 1.92378e+12 3.22489e+10
 2e+07 1.92739e+12 3.30587e+10
 4e+07 4.30654e+12 7.45379e+10
 6e+07 6.6978e+12 1.20115e+11
 8e+07 9.08129e+12 1.64779e+11
 1e+08 1.15435e+13 2.11938e+11
 1.2e+08 1.40684e+13 2.61216e+11
 1.4e+08 1.66724e+13 3.11644e+11
 1.6e+08 1.93057e+13 3.69813e+11
 1.8e+08 2.19064e+13 4.31546e+11
 2e+08 2.44735e+13 4.97013e+11
 2.2e+08 2.70667e+13 5.61608e+11
 2.4e+08 2.9662e+13 6.2688e+11
 2.6e+08 3.22737e+13 6.92389e+11
 2.8e+08 3.4882e+13 7.49684e+11
 3e+08 3.75065e+13 7.97543e+11
 3.2e+08 4.00868e+13 8.39862e+11
 3.4e+08 4.27511e+13 8.86651e+11
 3.6e+08 4.54934e+13 9.40117e+11
 3.8e+08 4.82643e+13 9.85314e+11
 4e+08 5.10501e+13 1.0427e+12
 4e+08 5.13413e+13 1.07105e+12
 8e+08 1.1029e+14 3.25393e+12
